Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
175,KartikeyaBatra,"PhD Scholar @UofMaryland Ex-@EPoDHarvard|अर्थशास्त्र,राजनीति,क्रिकेट|OpEd @TheLallantop @ThePrintIndia @TheQuint @businessline|RT≠Endorsement|राय निजी है|DL+JH",Washington DC | Delhi,365,2185,2258,0,#GujaratElections2022: 2012 and 2017 results in a few maps. Some of the smaller constituencies (like those in Surat) may not be visible. #Gujarat #GujaratElections #GujaratElection2022 (1/3) https://t.co/tyV7Y8Y7aM,"['GujaratElections2022', 'Gujarat', 'GujaratElections', 'GujaratElection2022']"
178,Rppatel1970,,,129,0,219,0,"@AamAadmiParty @ArvindKejriwal #GujaratElection2022
Only BJP https://t.co/1aQiD5spTr",['GujaratElection2022']
179,rkb28218618,,,3,2,686,1,"People of Gujarat and Himachal Pradesh should listen video before voting @INCHimachal @INCGujarat 
#BharatJodoYatra #GujaratElection2022 #HimachalElection2022 #modimadedisaster https://t.co/MkMrRWGjai",['BharatJodoYatra']
189,SanjayS22823445,"राष्ट्रभक्त 🇮🇳
राष्ट्रवादी 🙏,राष्ट्रहित 🙏, राष्ट्रसर्वोपरी 🙏🚩🚩
जय हिंद 💐🌹🙏
भारत माता की जय 💪
वंदे मातरम 🙏🚩🚩",,430,361,7772,4,"Inspiring!

Hon'ble PM Shri @narendramodi Ji listens to the little girl as she takes over the election campaign of @BJP4Gujarat for a while today.
#GujaratElections #GujaratElection2022 
#Gujarat #BJP4Gujarat https://t.co/OVnAgTW7Ih",[]
192,damayanteedhar,"Special Correspondent,Gujarat @ The Federal || Exists primarily outside social media|| previous bylines in Newsclick, The Wire, Scroll, DNA, The Pioneer","Gujarat, India",336,884,4836,0,"they were encroaching, had Bhupendrabhai, Harshbhai not come up with cleaning operation. And Congress people alleged polarization! Tell me, unauthorized encroachment should be removed or not!""  #GujaratElection2022 https://t.co/ZF4b6lb6um",['GujaratElection2022']
194,damayanteedhar,"Special Correspondent,Gujarat @ The Federal || Exists primarily outside social media|| previous bylines in Newsclick, The Wire, Scroll, DNA, The Pioneer","Gujarat, India",336,884,4836,0,"Amit Shah in Khambat, Anand in Central Gujarat,  the town that has been one of the hot spots of communal riots since 2002.  

""Fake Mazaars had been mushrooming in huge numbers in Beyt,  Dwarka. In the name of Mazaars.. 1/2 #GujaratElection2022 https://t.co/P7wLsTUHx4",['GujaratElection2022']
1,GulzarH37252614,,,25,4,3683,1,"In the last 20years #Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: @PMOIndia in Mehsana
#GujaratAssemblyPolls #GujratElection2022 #GujaratElections https://t.co/ZXagSG0O2D",['Gujarat']
2,ugiboogie2,"Live, uncut walkthroughs of games, new and old, with commentary in Hindi and English.",India,681,371,69937,26,"Gujarat Maldhari mahapanchayat the umbrella body of cattle rearers, announced that the entire community will vote against the BJP in the upcoming #GujaratAssemblyPolls. And also they conveyed thanks to GPCC prez @jagdishthakormp &amp; INC MLAs who have shown support for the community https://t.co/sQqJu40Yx3",[]
3,yashmishra_03,Journalist @NewsMobileIndia,,32,1,2771,1,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/QzqnDVraYX",[]
4,chsi79,गुजरात के लिए कांग्रेस का संकल्प  ✋🏻 पुरानी पेंशन लागू  ✋🏻पक्की सरकारी नौकरियाँ ✋🏻 10 लाख सरकारी नौकरी ✋🏻3000 रुपए बेरोजगारी भत्ता ✋🏻500 रुपए में गैस सिले,Union of India,270,736,24657,0,"I appeal to all voters of Gujarat to join us to understand the misrule of @AamAadmiParty in Punjab tonight.
#GujaratElections #GujaratElections2022 #GujaratAssemblyPolls @INCGujarat @IYCGujarat https://t.co/xpPTLmScNH","['GujaratElections', 'GujaratElections2022', 'GujaratAssemblyPolls']"
5,ZeeBusiness,"ZEE BUSINESS is India’s Number 1 Hindi business news channel. It's your channel for profit and wealth.

Download App - https://t.co/yoRVtU3uFg",India,41,609846,234861,0,"#GujaratElections2022: #BJP has reposed faith in five of the leaders by fielding them for yet another term. #Gujarat #GujaratElections #GujaratAssemblyPolls 

https://t.co/cAepPb2NCP","['GujaratElections2022', 'BJP', 'Gujarat', 'GujaratElections', 'GujaratAssemblyPolls']"
6,abhaypndya,I’m Abhay Pandya,"Gujarat, India",81,356,4962,0,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/5O60Jio6cA",['GujaratAssemblyPolls']
7,ridin_dirty_,me yahan hun kyuki mujhe negativity bohot pasand hai. aap kyu ho?,At Peace,497,291,41578,24,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/8xrVdef5hZ",[]
9,timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",,320,14634947,829321,0,"@TOIIndiaNews In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana

#GujaratAssemblyPolls https://t.co/usR9b0JLZw",['GujaratAssemblyPolls']
14,2019results,"A Simple Gareeb #DigitalMarketing boy.🙏
जय जय बजरंग बली 🚩",DNA me Politics hai 🙏,4686,1680,24414,27,"Forget about Congress, internally all other opposition and regional parties in India now wants that AAP shud defeat BJP in #GujaratAssemblyPolls 

Everyone wants that public shud get relief now against Anti-People policies by Modi. Enough is Enough",[]
18,MBirthuniya,,,2662,2254,4423,10,"Sharing some glimpses from the Shining India Survey Gujarat Assembly Election 2022.
#ShiningIndiaSurvey #GujaratSurvey
#GujaratElections2022 #Survey
#GujaratAssemblyPolls https://t.co/KNTU1Rjhdt","['ShiningIndiaSurvey', 'GujaratSurvey']"
19,MBirthuniya,,,2662,2254,4423,2,"Sharing some glimpses from the Shining India Survey Gujarat Assembly Election 2022.
#ShiningIndiaSurvey #GujaratSurvey
#GujaratElections2022    #Survey
#GujaratAssemblyPolls https://t.co/a5whSBY6Ps","['ShiningIndiaSurvey', 'GujaratSurvey']"
26,thefirstindia,Welcome to the Official Twitter page of First India Newspaper.,"Jaipur, India",277,8631,155334,0,"BJP has suspended twelve rebels in disciplinary action, who had filed their nominations as independent candidates after being denied tickets by the ruling party in the upcoming Gujarat Assembly elections.

#GujaratAssemblyPolls #GujaratAssemblyelections #Gujarat #GujaratPolls https://t.co/o1lmVUnoWn","['GujaratAssemblyPolls', 'GujaratAssemblyelections', 'Gujarat', 'GujaratPolls']"
29,Viral_Trends_IN,Financial Market & Global Trending News. Trending News Headlines,"Mumbai, India",1,10,2802,0,"IN THE LAST 20 YEARS, GUJARAT HAS CHANGED A LOT. TODAY'S GENERATION DOES NOT KNOW THE SCARCITY GUJARAT FACED. THIS GENERATION HAS NOT SEEN SCARCITY. FOR THIS, THE PREVIOUS GENERATION HAS WORKED HARD: PM NARENDRA MODI IN MEHSANA
#GUJARATASSEMBLYPOLLS 
#ANI","['GUJARATASSEMBLYPOLLS', 'ANI']"
31,thefirstindia,Welcome to the Official Twitter page of First India Newspaper.,"Jaipur, India",277,8631,155334,0,"Uttar Pradesh Chief Minister Yogi Adityanath is scheduled to visit Gujarat for the third time this week.

#GujaratAssemblyPolls #GujaratAssemblyelections #Gujarat #GujaratPolls #Elections #Assemblyelection #YogiAdityanath #TheFirstIndia https://t.co/9TKFCgJq9g","['GujaratAssemblyPolls', 'GujaratAssemblyelections', 'Gujarat', 'GujaratPolls', 'Elections', 'Assemblyelection', 'YogiAdityanath', 'TheFirstIndia']"
38,TOIAhmedabad,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,"Ahmadabad City, India",9,158236,102813,0,"In the last 20 years, Gujarat has changed a lot. Today's generation does not know the scarcity Gujarat faced. This generation has not seen scarcity. For this, the previous generation has worked hard: PM Narendra Modi in Mehsana (ANI)

#GujaratAssemblyPolls https://t.co/WyM5Uhc2WD",['GujaratAssemblyPolls']
44,cchandramouli1,"CHANDRAKANT CHANDRAMOULI 
Journalist, Editor, Commentator.

INDIA TV | STAR | TIMES | HT GROUP.
Committed To #NewsTRUTH For 35+ Years.","New Delhi/Jaipur, INDIA",1042,352,79080,1,"Is the #Assam CM @himantabiswa pointing☝at the (in-house!) #DNAScam inside of today's @INCIndia party? 
Are the #Gandhis at the helm #NotRealGandhi? 
It's REALLY very serious!

#Gujarat #GujaratElections #GujaratAssemblyPolls https://t.co/rdHt6elkiG","['Assam', 'DNAScam']"
46,hammad54643041,Member of @aimim_national,"Uttar Pradesh, India",271,476,37520,63,"#GujaratElections: AIMIM CHIEF EXCLUSIVE ON MIRROR NOW

""BJP doesn't give tickets to Muslims. There narrative is to make #Muslims invisible,"" says @aimim_national's @asadowaisi to @aishvaryjain 

#AsaduddinOwaisi #GujaratAssemblyPolls https://t.co/5luOWavG4U",['GujaratElections']
47,ahluwall,,Gurgaon,106,86,9167,12,"Dear friends ! Did any one watched and heard  Rajkot speech by Shri @RahulGandhi ji, excellent he start with Morbi Tragedy and cover all main core issues, GST, Unemployment. Influation, people of Gujrat should take decision.  #GujaratAssemblyPolls",[]
48,dembe098,be happy and have fun,Honolulu,444,425,77597,1,"Punjab govts half-hearted measures on #OPS to garner votes in #GujaratAssemblyPolls have infuriated state govt employees. If the govt doesn’t address the growing concern of employees immediately, it would further erode the already dwindling credibility of Mann to a new low: Bajwa https://t.co/D2E4XXGR3V https://t.co/eTPiI4HhOl","['OPS', 'GujaratAssemblyPolls']"
50,SrikumarB,"PATRIOT, 'coz NEVER EVER voted for right wing/BJP. And WILL NEVER..
RTs are not endorsements.",India,1442,1430,31508,0,"#GujaratElections2022       
#BharatJodoYatra
#GujaratAssemblyPolls

@INCIndia makes promises and DELIVERS.. https://t.co/3DBdLgdED2","['GujaratElections2022', 'BharatJodoYatra', 'GujaratAssemblyPolls']"
51,kammavamsi7777,,"New Delhi, India",340,106,483,0,"Which political party will win Gujarat Election - 2022.

@BJP4India @INCIndia @AamAadmiParty 

#GujaratElections2022 #GujaratAssemblyPolls #GujaratElections","['GujaratElections2022', 'GujaratAssemblyPolls', 'GujaratElections']"
54,JagrookSiraj,🌹🌹🌹 Dreams are those which give us the courage to move ahead in life and live forever 🌹🌹🌹,abdulsiraj486@gmail.com ,341,86,5056,0,"'#Modi ji' you are seeing what #AnjanaOmKashyap is saying,
#Liquor is banned in #Gujarat but all the people who are coming to #Talk to me have drunk #Alcohol.

Wow what a #GujaratModel made.?

#Gujrat_Boycott_BJP
#GujaratElections
#GujaratAssemblyPolls
#GujratElection
#Rupee #BJP https://t.co/AhsMnYeyXQ","['Modi', 'AnjanaOmKashyap', 'Liquor', 'Gujarat', 'Talk', 'Alcohol', 'GujaratModel', 'Gujrat_Boycott_BJP', 'GujaratElections', 'GujaratAssemblyPolls', 'GujratElection', 'Rupee', 'BJP']"
56,JesukaP,"1984 Loksabha Candidate From Madras Central. Ordinary Tax Payer
in Stock market since 1977-78
Long-term Investor",Chennai- Raipur - West Bengal,1249,1048,1978,0,"#TheKashmirFilesAtIFFI
#Gujarat #GujaratElections2022    #GujaratAssemblyPolls    #GujaratElections    
#ياسر_الشهراني
#السعوديه_الارجنتين
#Muslims
#Hindu
#GoMutra #GauMata 🐄
Alcohol is forbidden, camel piss is fine. Has someone said; Islam a religion of hygiene? https://t.co/Fppi76Yl4O","['TheKashmirFilesAtIFFI', 'Gujarat', 'GujaratElections2022', 'GujaratAssemblyPolls', 'GujaratElections', 'ياسر_الشهراني', 'السعوديه_الارجنتين', 'Muslims', 'Hindu', 'GoMutra', 'GauMata']"
57,JSBNKJM,,,0,22,4753,0,"@DPutra1942 @SwadeshiSamvad @Aryan_warlord @Firezstarter1 @swadeshimanch @YKK082 @JoinSwadeshi @Poojamadan17 @against_FDI @SJMDelhi @rmahajan25 @ashwani_mahajan Friend corporations will make thousands of crores from swadeshi weapons.

#India #BJPTAMILNADU #CongressforGujarat #AAPGujarat #GujaratAssemblyPolls #RSS","['India', 'BJPTAMILNADU', 'CongressforGujarat', 'AAPGujarat', 'GujaratAssemblyPolls', 'RSS']"
64,RitamApp,"Let Noble Thoughts Come to Us from Every Side 

For latest News Updates, Download - https://t.co/DbI4O8FI9b
Youtube- https://t.co/Xbm3kmqbnR
Whatsapp - 8069101222",Delhi,16,92,914,0,"PM Modi exudes hope of witnessing record turnout in polls, Aa Gujarat Main Banavyu Che slogan ‘roaring hit’

#GujaratElection2022 #GujaratAssemblyPolls #PMModi #pmmodiingujarat https://t.co/3yRHyEPGb4","['GujaratElection2022', 'GujaratAssemblyPolls', 'PMModi', 'pmmodiingujarat']"
68,NavAagrah,,,400,45,2539,0,"This is how Congress has been FOOLING whole India from last 70 years.

BEWARE GUJARAT!!

BEWARE BHARAT!!

....of Congress 

#RahulGandhi
#GujaratElections2022 
#GujaratAssemblyPolls 
#GujaratElections 
#CongressIsCurse https://t.co/Ft1eoOBz1e","['RahulGandhi', 'GujaratElections2022', 'GujaratAssemblyPolls', 'GujaratElections', 'CongressIsCurse']"
70,ParasKGhelaanii,"ABVP, RSS, State Executive Member #SocialMedia department @BJP4Gujarat,
Shreeji Investment Hub. Research Analyst Equities, Commodities. Tweets & RTs R personal","Jamnagar, Delhi, Singapore ",1424,11536,402485,2,"My take on #GujaratElections 👇

Congressi gave lengthy bhaashan on how #BharatJodoYatra under Rahul Gandhi will ensure their victory, which is what they say before results-after results are declared,Congressis have egg on their face

#GujaratElections2022 
#GujaratAssemblyPolls https://t.co/vKDmAH8m4q","['GujaratElections', 'BharatJodoYatra']"
71,aishvaryjain,"Proud Indian.. Principal Correspondent @TimesNow, Ex-@NewsX @Inkhabar @DailyGuardian1, Ramnath Goenka Award 2019
E-mail: imaishvary@gmail.com",India,1394,568,5949,0,"#GujaratElections

""BJP doesn't give tickets to Muslims. There narrative is to make #Muslims invisible,"" says @aimim_national's @asadowaisi 

#AsaduddinOwaisi #GujaratAssemblyPolls https://t.co/IRQGT4pVpo","['GujaratElections', 'Muslims', 'AsaduddinOwaisi', 'GujaratAssemblyPolls']"
72,RoxonJo,🇷🇺 🇦🇪 🇱🇰 🇹🇭 🇲🇾 🇸🇬🇮🇪 🇱🇺🇻🇳🇫🇷🇮🇹🇨🇭🇩🇪 🇲🇹 🇵🇹 🤘🏾,"Cherthala, India",5049,4589,35247,398,BJP is worthy of only this reception! 🩴 #GujaratAssemblyPolls #GujaratElections2022 https://t.co/fzOcZEIlYf,"['GujaratAssemblyPolls', 'GujaratElections2022']"
73,PeacockTN,I am for peace & harmony in society.,"Tamil Nadu, India",3540,933,15368,191,"Indranil Rajguru, who left AAP recently &amp; rejoined Congress apologized to Rahul Gandhi &amp; all Congress leaders on stage, in front of crowd.

#Rajkot, #GujaratAssemblyPolls

He also exposed AAP &amp; it's working ethics..🔥🔥🔥 https://t.co/KacV9RokR9",[]
75,quirkyfellla,Human,,1590,22,12552,3,".@rahul_tverma speaks to @samzsays @the_hindu on the upcoming Gujarat assembly elections, and the chances of #AAP creating a three-cornered contest competing with the #BJP and the #Congress 

Listen here: https://t.co/P3dEdIciJ5 
#GujaratElection2022 #GujaratAssemblyPolls",['AAP']
79,khirlani,"Human right  and freedom of life is universal and about you and me and another#FreeWestPapua,ONE PEOPLE ONE SOUL,يدعو الى بابوا الغربية المستقلة",New Guinea,5073,7705,97296,3,"Cyber criminals con Gujarat MLA, 3 others under pretext of offering party ticket for assembly elections 

#GujaratElections2022 #GujaratAssemblyElection2022 #GujaratAssemblyPolls https://t.co/HAqTN4yY8s",[]
91,AMALRAJASHAW1,Hardwork,,363,121,21959,1,"UP CM Yogi Adityanath to hold election meetings for BJP candidates in Gujarat 

#YogiAdityanath #GujaratElection2022 #GujaratAssemblyPolls #BJP #Campaigns https://t.co/Q5uIHDJh6v","['YogiAdityanath', 'GujaratElection2022']"
92,AdeeDoc,,,64,24,1763,1,"India has suffered a lot because of Part time Prime Minister (Busy in inaugurals N temples offering prayers)!! Now time to elect Full time PM ( who sits in the office N perform duties diligently ) #GujaratAssemblyPolls
##Gujrat_Boycott_BJP
#GujaratElections2022 
#GujaratElections https://t.co/vMOOUr4wi8",[]
94,Candid_Tilaiyan,"A warrior's mentality with a poet's soul.

                       Senior Sub-Editor @Indiatvnews || ex @Republic || ex @ETVBharatEng ||","New Delhi, India",302,26,155,0,"Gujarat elections: Political parties banned from campaigning in THIS model village since 1983 

#GujaratAssemblyPolls 
#GujaratElection2022 

https://t.co/Itef84JyW0","['GujaratAssemblyPolls', 'GujaratElection2022']"
