Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
45,www_me7,World wide web master,,592,273,32745,7,"This is a detailed analysis of Shraddha Walker killer Aftab Ameen Poonawala by me. Please watch and share with others.
https://t.co/HTroQnbzn3

#MeraAbdulAisaNahiHai #DelhiMurder #GujaratElection2022 #LoveJihad #Shraddha #shraddhawalker #AftabAminPoonawala https://t.co/zIJTLMn8Ue",[]
,john_is_da_man,INC supporter.,"Kerala, Union of India",4729,3269,86228,34,"Breaking news: Kanchan Jariwala, the #AAP's Surat East candidate, has issued a statement saying, ""I withdrew my nomination on my own, there was no pressure from anyone."" People asked me throughout the campaign, ""Why did I join an anti-national party?""

#GujaratElection2022",['AAP']
46,anjanap02,Not just Arambashurathu.,,1435,416,36191,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,yparakash,"राष्ट्रवाद सर्व प्रथम, अग्निहोत्र एक पवित्र होम है जो सबको सद्धबुधि व समर्धि दे सकता है, वैदिक विज्ञान का संकलन कर रहा हूँ ।",,685,685,96405,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
47,mumbaikar85,मुंबईकर,,746,44,7042,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,kamarajdisciple,,,4749,2889,411421,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
48,iAshvinSavaliya,I am a Mechanical Engineer. Thats all. RTs are not endorsement.,,2271,1076,183711,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,ygphotography2,रब राखा,"New Delhi, India",329,127,38722,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
49,1011Jigar,"માતા પિતા ને ભગવાન ખુશ રહે , તેમને ગમતું જીવન જીવું છે. માતા પિતા ને ભગવાન આપ મારા દિલ, મન મંદિર ને પ્રત્યે શ્વાસ ના ધબકારે વસેલા છો.","Mumbai, India",5395,5254,229380,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,virgoanand,"Sampoorna Sanatani, Mahadev Bhaqt","Phoenix, AZ",569,19,1640,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
50,S83344171Charul,Nationalist Unapologetic Hindu🚩Chai Jeevi ☺️😍 Trading n investing,"Bulandshahr, India",1662,37,1703,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,SayyedA14666795,🇮🇳 Hindustani 🇮🇳,"Mumbai, Maharashtra",249,26,3336,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
51,SJ_Zeta,RTs not necessarily endorsements.,,799,89,15159,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,SevadalVRS,Official Twitter Account Varanasi Congress Sevadal Uttar Pradesh. @CongressSevadal is Headed By The Chief Organiser Shri Lalji Desai. RTs Are Not Endorsements.,"Varanasi, India",100,714,61309,27,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 the congress is focusing on peoples issues unlike The A,B,  teams of BJP doing Hindu- Muslim.
@INCGujarat 
Shri @Jairam_Ramesh 

#BharatJodoYatra https://t.co/0NQvlLZtR1",['GujaratElection2022']
52,Article19_1_A,"Unite Against Islamic Terror.
🇫🇷🤝 🇮🇱🤝🇮🇳🤝🇷🇺🤝🇨🇳
WakeUp Against Corrupt Judicial System.
Kick Them All Sick-Culars Politicians 🦵",,2431,926,10531,7,"This is a detailed analysis of Shraddha Walker killer Aftab Ameen Poonawala by me. Please watch and share with others.
https://t.co/HTroQnbzn3

#MeraAbdulAisaNahiHai #DelhiMurder #GujaratElection2022 #LoveJihad #Shraddha #shraddhawalker #AftabAminPoonawala https://t.co/zIJTLMn8Ue",[]
,deshkashaktiman,#indian🇮🇳#CE#ethicalthinker👨‍💻,,68,42,803,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
53,ConfusedBourne,I hate people who steal my tweets before I tweet them.,Earth,337,2,12,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,electric_rahul,.,,1867,2481,450632,7,"Congress ka LOL ho gaya..1 candidate form bharke aaya aur aaj dusare ka naam candidate list mein declare kiya!
Great Indian National Circus party 🤣🤣🤣🤣
#GujaratElection2022 https://t.co/6iwbjZ7dd4",[]
54,deshkashaktiman,#indian🇮🇳#CE#ethicalthinker👨‍💻,,68,42,803,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
,Neptune68,"Avatar of Talented Goldmedalist Enggnr, an Innovator and IT Leader. I plan to be CEO by 2025 and Member of UN Security Council by 2030. Plan to win Nobel Prize.",Globe,142,37,631,0,#138 #bjp candidates in #GujaratElection2022 are corrupt including #bhupendrapatel #v2k ?  Engineer Saheb asked to withdraw cadidature #v2k. This means #bjp is out of #GujaratElection2022. #IndianArmyPeoplesArmy,"['bjp', 'GujaratElection2022', 'bhupendrapatel', 'v2k', 'v2k', 'bjp', 'GujaratElection2022', 'IndianArmyPeoplesArmy']"
55,JaySinghINC,किसान पुत्र | True Indian National Congress Worker | RahulGandhi ❤️ | Only ✋,"Union Of States, India",669,1564,114205,34,"Breaking news: Kanchan Jariwala, the #AAP's Surat East candidate, has issued a statement saying, ""I withdrew my nomination on my own, there was no pressure from anyone."" People asked me throughout the campaign, ""Why did I join an anti-national party?""

#GujaratElection2022",['AAP']
,DHRUV51669116,🙏🙏🙏🙏🙏🙏🙏 Jai Shri Ram,,507,389,17666,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
56,WILBRODSOUZA,earlier account got suspended due to modi's andh bhakts,"Mumbai, India",878,711,56138,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,ryjue,,,499,253,65093,34,"Breaking news: Kanchan Jariwala, the #AAP's Surat East candidate, has issued a statement saying, ""I withdrew my nomination on my own, there was no pressure from anyone."" People asked me throughout the campaign, ""Why did I join an anti-national party?""

#GujaratElection2022",['AAP']
57,sreenshri,Human on🌎 ♎️☮️ Fin.Professional || $TSLA Investor || 🗽⚖️ RT’s ≠🚫Endorsements ❌DM 🇺🇸🇮🇳INC✋🏻🇮🇳🇺🇸 🌊 Bhakts & B teams stay away!,United States,5677,10240,85011,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,SevadalLKO,"Official Twitter Account Lucknow Congress Sevadal Uttar Pradesh. @CongressSevadal is headed by the Chief Organiser Shri @LaljiDesaiG
  RTs are not endorsements.","Lucknow, India",289,1580,9391,27,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 the congress is focusing on peoples issues unlike The A,B,  teams of BJP doing Hindu- Muslim.
@INCGujarat 
Shri @Jairam_Ramesh 

#BharatJodoYatra https://t.co/0NQvlLZtR1",['GujaratElection2022']
58,IF_U_MISS_I_HIT,"𝗪𝗲 𝗿 𝗜𝗻𝗱𝗶𝗮𝗻𝘀,𝗙𝗶𝗿𝘀𝘁𝗹𝘆 & 𝗟𝗮𝘀𝘁𝗹𝘆

मज़हब नहीं सिखाता,आपसमें बैर रखना।
हिन्दी हैं हम,वतन हिन्दोस्ताँ हमारा
सारे जहाँसे अच्छा,हिन्दोस्ताँ हमारा",🙏जय माता दी 🕉️ नमः शिवाय,85,120,9548,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,yajn_s,,,215,197,12128,11,"@Jairam_Ramesh Gentle Reminder to you chamcha

Modi is not a feku master,
He is UKHADfeku master

That's why #Congress is just in 2 states n if you loose #HimachalPradeshElections &amp; #GujaratElection2022 then by 2024 we will witness #CongressMuktBharat 

That's why he is UKHADFEKU",['Congress']
59,asmatasleem13,"humanitarian ❤️

  ❌No DM ❌",Union of India 🇮🇳,12734,32063,260989,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,Thakorbaba8244,🦁👑 Royal Banda👑🦁, Lion Kingdom🦁,292,108,1164,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
60,KapilAhire2,Proud of our ancestors.,,333,18,3558,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,sumit1221,RTs Aren't Endorsement..,,1286,210,204112,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
61,sumit1221,RTs Aren't Endorsement..,,1286,210,204112,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,sumit1221,RTs Aren't Endorsement..,,1286,210,204112,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
62,saffron_lion22,"#જય_જય_ગરવી_ગુજરાત 🚩
नवबौद्धों और जिहादीओ ने फैलाए पाखंड की सफाई
फर्जी आंबेडकरवादी, तथा देशद्रोहीओं का विरोधी
मे खुद बहुजन पर #जातिगत_आरक्षण_मुर्दाबाद","गुजरात, अखंड भारत 🇮🇳",1174,434,4961,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,PanjabraoDinesh,People's Person,,490,41,4224,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
63,Tinyhunterme,Behave yourself,,1597,764,15403,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,john_is_da_man,INC supporter.,"Kerala, Union of India",4729,3269,86228,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
64,ChetanK12263613,Engineer,Dehli,1841,244,9225,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,manuchandna,Want Indians to reclaim Gandhis India ! Secular to Core believe humanity is the greatest religion! Retweet’s are not endorsements!,,781,758,260107,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
65,PKGR9,"A proud Indian. Nation First 🇮🇳. A Retired Forest Officer, a true lover of trees, wild life, soil & water cons. RTs are not endorsement. A blind MODI bhakt.",127.0.0.1,26,172,65544,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
,singh_divakar,Researcher | Youth for Swaraj | Banaras,Delhi,485,786,3678,34,"Breaking news: Kanchan Jariwala, the #AAP's Surat East candidate, has issued a statement saying, ""I withdrew my nomination on my own, there was no pressure from anyone."" People asked me throughout the campaign, ""Why did I join an anti-national party?""

#GujaratElection2022",['AAP']
66,MonicaBanerjee3,,,161,18,3036,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
,sushant15791,"INDIAN FIRST 🇮🇳🇮🇳🇮🇳🇮🇳
NATION COME FIRST
PROUD INDIAN",,1986,202,19816,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
67,ManoramaPatekar,https://t.co/YpOoyZbUkc.,"Raipur, India  @patekarmanoram",3238,7237,75950,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,GalaxyBrahma,,,301,217,50262,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
68,razal_salah,LAW Student | @Inc Supporter | I Support @RahulGandhi & @PriyankaGandhi | Activist @nsui,"Trivandrum, India",1327,1886,54298,34,"Breaking news: Kanchan Jariwala, the #AAP's Surat East candidate, has issued a statement saying, ""I withdrew my nomination on my own, there was no pressure from anyone."" People asked me throughout the campaign, ""Why did I join an anti-national party?""

#GujaratElection2022",['AAP']
,Aaslininc,"General Secretary, Tirunelveli District Youth Congress.
President, Radhapuram Congress IT Wing.
Engineer & Entrepreneur.
Indian National Congress.",,593,117,7746,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
